Date,Time,StoreID,CustomerID,OrderID,Product Name,Size,Crust
2024-12-05,02:56:32,11,6,2,Supreme,small,stuffed crust
2024-12-05,02:56:32,11,6,2,Veggie,small,stuffed crust
2024-12-05,02:56:32,11,7,0,Veggie,small,thick
2024-12-05,02:56:32,11,7,0,Pepperoni,small,thick
2024-12-05,02:56:32,11,7,0,Hawaiian,medium,thin
2024-12-05,02:56:32,11,7,0,Margherita,small,thin
2024-12-05,02:56:32,11,7,1,Margherita,large,thin
2024-12-05,02:56:32,11,7,2,Veggie,large,thin
2024-12-05,02:56:32,11,8,0,Margherita,small,stuffed crust
2024-12-05,02:56:32,11,8,1,Margherita,large,stuffed crust
2024-12-05,02:56:32,11,8,1,Hawaiian,small,thin
2024-12-05,02:56:32,11,8,1,Meat Lovers,large,thick
2024-12-05,02:56:32,11,8,1,Supreme,medium,thick
2024-12-05,02:56:32,11,8,2,Hawaiian,medium,stuffed crust
2024-12-05,02:56:32,11,8,2,BBQ Chicken,small,thick
2024-12-05,02:56:32,11,8,2,Supreme,medium,thin
2024-12-05,02:56:32,11,8,2,Veggie,medium,thin
2024-12-05,02:56:32,11,8,2,Margherita,small,thick
2024-12-05,02:56:32,11,9,0,Supreme,large,stuffed crust
2024-12-05,02:56:32,11,9,0,Hawaiian,large,thin
2024-12-05,02:56:32,11,9,0,Supreme,medium,thin
2024-12-05,02:56:32,11,9,0,Cheese,small,thick
2024-12-05,02:56:32,11,9,0,Cheese,large,thick
2024-12-05,02:56:32,11,9,1,Veggie,small,thin
2024-12-05,02:56:32,11,9,1,Margherita,large,thin
2024-12-05,02:56:32,11,9,1,Supreme,medium,stuffed crust
2024-12-05,02:56:32,11,9,1,Supreme,small,thin
2024-12-05,02:56:32,11,9,2,Pepperoni,large,stuffed crust
2024-12-05,02:56:32,11,9,2,Meat Lovers,large,thin
2024-12-05,02:56:32,11,9,2,Hawaiian,large,thin
2024-12-05,02:56:32,12,0,0,Pepperoni,medium,thin
2024-12-05,02:56:32,12,0,0,Cheese,small,thick
2024-12-05,02:56:32,12,0,0,Pepperoni,large,stuffed crust
2024-12-05,02:56:32,12,0,0,Veggie,small,stuffed crust
2024-12-05,02:56:32,12,0,0,Veggie,small,stuffed crust
2024-12-05,02:56:32,12,0,1,Pepperoni,small,thick
2024-12-05,02:56:32,12,0,1,Supreme,small,thick
2024-12-05,02:56:32,12,0,1,Meat Lovers,large,stuffed crust
2024-12-05,02:56:32,12,0,1,BBQ Chicken,medium,stuffed crust
2024-12-05,02:56:32,12,0,1,BBQ Chicken,large,stuffed crust
2024-12-05,02:56:32,12,0,2,Margherita,medium,stuffed crust
2024-12-05,02:56:32,12,1,0,BBQ Chicken,medium,thick
2024-12-05,02:56:32,12,1,1,Cheese,large,stuffed crust
2024-12-05,02:56:32,12,1,2,Meat Lovers,large,thick
2024-12-05,02:56:32,12,1,2,Supreme,small,thin
2024-12-05,02:56:32,12,1,2,Supreme,medium,thin
2024-12-05,02:56:32,12,1,2,Hawaiian,large,stuffed crust
2024-12-05,02:56:32,12,2,0,Supreme,medium,stuffed crust
2024-12-05,02:56:32,12,2,1,Pepperoni,small,stuffed crust
2024-12-05,02:56:32,12,2,1,Veggie,small,thin
2024-12-05,02:56:32,12,2,2,Meat Lovers,large,stuffed crust
2024-12-05,02:56:32,12,2,2,Meat Lovers,medium,stuffed crust
2024-12-05,02:56:32,12,2,2,Cheese,medium,stuffed crust
2024-12-05,02:56:32,12,2,2,Cheese,small,thick
2024-12-05,02:56:32,12,2,2,Cheese,small,stuffed crust
2024-12-05,02:56:32,12,3,0,Hawaiian,medium,stuffed crust
2024-12-05,02:56:32,12,3,0,BBQ Chicken,small,stuffed crust
2024-12-05,02:56:32,12,3,0,Supreme,small,stuffed crust
2024-12-05,02:56:32,12,3,0,Hawaiian,medium,thin
2024-12-05,02:56:32,12,3,1,Supreme,medium,thick
2024-12-05,02:56:32,12,3,1,Veggie,small,thick
2024-12-05,02:56:32,12,3,1,Veggie,medium,thin
2024-12-05,02:56:32,12,3,1,Pepperoni,large,thin
2024-12-05,02:56:32,12,3,1,Pepperoni,large,thick
2024-12-05,02:56:32,12,3,2,Hawaiian,medium,thick
2024-12-05,02:56:32,12,3,2,Supreme,medium,stuffed crust
2024-12-05,02:56:32,12,3,2,Hawaiian,small,stuffed crust
2024-12-05,02:56:32,12,3,2,Veggie,medium,thick
2024-12-05,02:56:32,12,4,0,Pepperoni,large,thin
2024-12-05,02:56:32,12,4,0,Hawaiian,medium,thin
2024-12-05,02:56:32,12,4,1,Veggie,medium,thin
2024-12-05,02:56:32,12,4,1,Hawaiian,large,thick
2024-12-05,02:56:32,12,4,1,Veggie,small,thick
2024-12-05,02:56:32,12,4,1,Veggie,small,thick
2024-12-05,02:56:32,12,4,1,Meat Lovers,large,thick
2024-12-05,02:56:32,12,4,2,Supreme,large,stuffed crust
2024-12-05,02:56:32,12,5,0,Margherita,medium,thin
2024-12-05,02:56:32,12,5,0,Pepperoni,large,stuffed crust
2024-12-05,02:56:32,12,5,1,Meat Lovers,large,thin
2024-12-05,02:56:32,12,5,1,BBQ Chicken,small,thick
2024-12-05,02:56:32,12,5,1,BBQ Chicken,medium,thin
2024-12-05,02:56:32,12,5,1,BBQ Chicken,medium,thick
2024-12-05,02:56:32,12,5,1,Supreme,medium,stuffed crust
2024-12-05,02:56:32,12,5,2,Cheese,small,stuffed crust
2024-12-05,02:56:32,12,5,2,Supreme,medium,thin
2024-12-05,02:56:32,12,6,0,Meat Lovers,medium,thin
2024-12-05,02:56:32,12,6,0,Margherita,medium,thick
2024-12-05,02:56:32,12,6,1,BBQ Chicken,medium,thin
2024-12-05,02:56:32,12,6,1,Pepperoni,medium,stuffed crust
2024-12-05,02:56:32,12,6,1,Veggie,medium,thick
2024-12-05,02:56:32,12,6,2,Cheese,large,thin
2024-12-05,02:56:32,12,6,2,Veggie,medium,thin
2024-12-05,02:56:32,12,6,2,Supreme,small,stuffed crust
2024-12-05,02:56:32,12,7,0,Pepperoni,medium,stuffed crust
2024-12-05,02:56:32,12,7,0,Cheese,large,stuffed crust
2024-12-05,02:56:32,12,7,0,BBQ Chicken,medium,stuffed crust
2024-12-05,02:56:32,12,7,0,Cheese,medium,thick
2024-12-05,02:56:32,12,7,1,BBQ Chicken,large,stuffed crust
2024-12-05,02:56:32,12,7,1,BBQ Chicken,small,stuffed crust
2024-12-05,02:56:32,12,7,1,Margherita,small,thin
2024-12-05,02:56:32,12,7,2,Veggie,medium,thick
2024-12-05,02:56:32,12,7,2,Veggie,small,stuffed crust
2024-12-05,02:56:32,12,7,2,Pepperoni,large,thick
2024-12-05,02:56:32,12,7,2,Margherita,medium,thin
2024-12-05,02:56:32,12,8,0,Veggie,small,thick
2024-12-05,02:56:32,12,8,0,Pepperoni,large,thin
2024-12-05,02:56:32,12,8,0,Margherita,small,thick
2024-12-05,02:56:32,12,8,0,BBQ Chicken,large,thick
2024-12-05,02:56:32,12,8,1,Pepperoni,small,thin
2024-12-05,02:56:32,12,8,1,Cheese,large,thin
2024-12-05,02:56:32,12,8,1,Meat Lovers,medium,thin
2024-12-05,02:56:32,12,8,1,BBQ Chicken,large,thin
2024-12-05,02:56:32,12,8,2,Meat Lovers,medium,thick
2024-12-05,02:56:32,12,8,2,Veggie,large,thick
2024-12-05,02:56:32,12,8,2,Margherita,large,thin
2024-12-05,02:56:32,12,8,2,Supreme,medium,thin
2024-12-05,02:56:32,12,8,2,Meat Lovers,medium,thick
2024-12-05,02:56:32,12,9,0,Veggie,small,stuffed crust
2024-12-05,02:56:32,12,9,0,Margherita,large,thick
2024-12-05,02:56:32,12,9,0,Pepperoni,small,thick
2024-12-05,02:56:32,12,9,0,BBQ Chicken,small,thick
2024-12-05,02:56:32,12,9,0,Supreme,small,stuffed crust
2024-12-05,02:56:32,12,9,1,Pepperoni,small,thin
2024-12-05,02:56:32,12,9,1,Supreme,medium,thick
2024-12-05,02:56:32,12,9,2,BBQ Chicken,medium,thick
2024-12-05,02:56:32,13,0,0,Meat Lovers,small,thick
2024-12-05,02:56:32,13,0,0,Veggie,large,thick
2024-12-05,02:56:32,13,0,0,Cheese,small,thin
2024-12-05,02:56:32,13,0,1,Cheese,medium,thick
2024-12-05,02:56:32,13,0,1,Cheese,medium,stuffed crust
2024-12-05,02:56:32,13,0,2,Veggie,medium,thick
2024-12-05,02:56:32,13,0,2,Margherita,large,thin
2024-12-05,02:56:32,13,1,0,Supreme,medium,stuffed crust
2024-12-05,02:56:32,13,1,0,Hawaiian,large,thin
2024-12-05,02:56:32,13,1,1,Meat Lovers,small,stuffed crust
2024-12-05,02:56:32,13,1,2,Veggie,medium,thin
2024-12-05,02:56:32,13,1,2,Meat Lovers,medium,thick
2024-12-05,02:56:32,13,1,2,Cheese,small,stuffed crust
2024-12-05,02:56:32,13,1,2,Meat Lovers,medium,thick
2024-12-05,02:56:32,13,2,0,Supreme,small,thick
2024-12-05,02:56:32,13,2,0,Veggie,medium,stuffed crust
2024-12-05,02:56:32,13,2,0,Margherita,large,thick
2024-12-05,02:56:32,13,2,1,BBQ Chicken,small,thin
2024-12-05,02:56:32,13,2,1,Hawaiian,large,thin
2024-12-05,02:56:32,13,2,2,Pepperoni,medium,stuffed crust
2024-12-05,02:56:32,13,2,2,Cheese,small,stuffed crust
2024-12-05,02:56:32,13,2,2,BBQ Chicken,medium,stuffed crust
2024-12-05,02:56:32,13,2,2,Meat Lovers,small,thick
2024-12-05,02:56:32,13,2,2,Veggie,large,thick
2024-12-05,02:56:32,13,3,0,Hawaiian,large,stuffed crust
2024-12-05,02:56:32,13,3,0,Hawaiian,medium,stuffed crust
2024-12-05,02:56:32,13,3,0,Margherita,large,stuffed crust
2024-12-05,02:56:32,13,3,0,Cheese,small,thick
2024-12-05,02:56:32,13,3,1,Pepperoni,small,stuffed crust
2024-12-05,02:56:32,13,3,1,Cheese,large,thick
2024-12-05,02:56:32,13,3,1,Pepperoni,large,stuffed crust
2024-12-05,02:56:32,13,3,1,BBQ Chicken,large,thick
2024-12-05,02:56:32,13,3,1,BBQ Chicken,small,thin
2024-12-05,02:56:32,13,3,2,Hawaiian,medium,thick
2024-12-05,02:56:32,13,3,2,Veggie,large,thick
2024-12-05,02:56:32,13,3,2,Pepperoni,small,thick
2024-12-05,02:56:32,13,4,0,Margherita,small,stuffed crust
2024-12-05,02:56:32,13,4,0,Cheese,small,thick
2024-12-05,02:56:32,13,4,0,Pepperoni,large,thick
2024-12-05,02:56:32,13,4,0,BBQ Chicken,small,thick
2024-12-05,02:56:32,13,4,1,Hawaiian,large,thin
2024-12-05,02:56:32,13,4,1,Veggie,medium,thin
2024-12-05,02:56:32,13,4,1,Supreme,small,thick
2024-12-05,02:56:32,13,4,1,Veggie,small,thin
2024-12-05,02:56:32,13,4,2,Supreme,large,thick
2024-12-05,02:56:32,13,4,2,Cheese,small,thick
2024-12-05,02:56:32,13,4,2,Cheese,large,thin
2024-12-05,02:56:32,13,4,2,Pepperoni,medium,thick
2024-12-05,02:56:32,13,4,2,Cheese,medium,thin
2024-12-05,02:56:32,13,5,0,Veggie,large,thick
2024-12-05,02:56:32,13,5,0,Supreme,medium,thick
2024-12-05,02:56:32,13,5,0,Veggie,large,thick
2024-12-05,02:56:32,13,5,1,BBQ Chicken,large,thin
2024-12-05,02:56:32,13,5,1,BBQ Chicken,large,stuffed crust
2024-12-05,02:56:32,13,5,1,Veggie,large,stuffed crust
2024-12-05,02:56:32,13,5,1,Pepperoni,medium,stuffed crust
2024-12-05,02:56:32,13,5,1,Margherita,small,thin
2024-12-05,02:56:32,13,5,2,Cheese,large,thin
2024-12-05,02:56:32,13,5,2,Cheese,medium,thin
2024-12-05,02:56:32,13,5,2,BBQ Chicken,small,thin
2024-12-05,02:56:32,13,5,2,Meat Lovers,large,stuffed crust
2024-12-05,02:56:32,13,6,0,Hawaiian,medium,thick
2024-12-05,02:56:32,13,6,0,Margherita,large,stuffed crust
2024-12-05,02:56:32,13,6,0,BBQ Chicken,medium,thin
2024-12-05,02:56:32,13,6,0,Pepperoni,small,thick
2024-12-05,02:56:32,13,6,1,Margherita,large,thin
2024-12-05,02:56:32,13,6,1,Margherita,medium,stuffed crust
2024-12-05,02:56:32,13,6,1,Meat Lovers,medium,thick
2024-12-05,02:56:32,13,6,1,Supreme,large,stuffed crust
2024-12-05,02:56:32,13,6,2,BBQ Chicken,large,stuffed crust
2024-12-05,02:56:32,13,7,0,Hawaiian,large,thin
2024-12-05,02:56:32,13,7,1,BBQ Chicken,small,stuffed crust
2024-12-05,02:56:32,13,7,1,BBQ Chicken,medium,thick
2024-12-05,02:56:32,13,7,1,Meat Lovers,medium,thick
2024-12-05,02:56:32,13,7,1,Cheese,medium,thick
2024-12-05,02:56:32,13,7,2,Supreme,medium,stuffed crust
2024-12-05,02:56:32,13,7,2,Meat Lovers,small,thick
2024-12-05,02:56:32,13,7,2,Veggie,medium,stuffed crust
2024-12-05,02:56:32,13,8,0,Supreme,small,thick
2024-12-05,02:56:32,13,8,0,Meat Lovers,large,thin
2024-12-05,02:56:32,13,8,0,Hawaiian,large,thin
2024-12-05,02:56:32,13,8,0,Meat Lovers,large,stuffed crust
2024-12-05,02:56:32,13,8,0,Veggie,small,thick
2024-12-05,02:56:32,13,8,1,BBQ Chicken,small,thick
2024-12-05,02:56:32,13,8,1,Meat Lovers,small,thick
2024-12-05,02:56:32,13,8,1,Supreme,large,thin
2024-12-05,02:56:32,13,8,2,Hawaiian,small,thick
2024-12-05,02:56:32,13,9,0,BBQ Chicken,small,thin
2024-12-05,02:56:32,13,9,0,Meat Lovers,large,thin
2024-12-05,02:56:32,13,9,0,Supreme,small,stuffed crust
2024-12-05,02:56:32,13,9,0,Supreme,medium,stuffed crust
2024-12-05,02:56:32,13,9,0,Meat Lovers,small,thin
2024-12-05,02:56:32,13,9,1,Veggie,large,thick
2024-12-05,02:56:32,13,9,2,Veggie,medium,stuffed crust
2024-12-05,02:56:32,13,9,2,Supreme,medium,thick
2024-12-05,02:56:32,13,9,2,Meat Lovers,large,thick
2024-12-05,02:56:32,13,9,2,Hawaiian,medium,thin
2024-12-05,02:56:32,14,0,0,Meat Lovers,large,thin
2024-12-05,02:56:32,14,0,0,Margherita,medium,thick
2024-12-05,02:56:32,14,0,0,Cheese,medium,stuffed crust
2024-12-05,02:56:32,14,0,1,Veggie,medium,stuffed crust
2024-12-05,02:56:32,14,0,1,Veggie,large,thin
2024-12-05,02:56:32,14,0,2,Cheese,small,thin
2024-12-05,02:56:32,14,0,2,Veggie,small,thick
2024-12-05,02:56:32,14,0,2,Margherita,large,thin
2024-12-05,02:56:32,14,0,2,Cheese,medium,thick
2024-12-05,02:56:32,14,0,2,Margherita,medium,thick
2024-12-05,02:56:32,14,1,0,Cheese,large,stuffed crust
2024-12-05,02:56:32,14,1,0,Supreme,medium,thin
2024-12-05,02:56:32,14,1,1,Veggie,small,thin
2024-12-05,02:56:32,14,1,1,Cheese,large,stuffed crust
2024-12-05,02:56:32,14,1,1,BBQ Chicken,large,thin
2024-12-05,02:56:32,14,1,1,Hawaiian,medium,stuffed crust
2024-12-05,02:56:32,14,1,2,Veggie,small,thick
2024-12-05,02:56:32,14,2,0,Meat Lovers,large,thin
2024-12-05,02:56:32,14,2,0,Cheese,small,thin
2024-12-05,02:56:32,14,2,0,Hawaiian,large,stuffed crust
2024-12-05,02:56:32,14,2,0,Veggie,large,thin
2024-12-05,02:56:32,14,2,0,Pepperoni,medium,thick
2024-12-05,02:56:32,14,2,1,Hawaiian,small,thick
2024-12-05,02:56:32,14,2,1,Pepperoni,medium,stuffed crust
2024-12-05,02:56:32,14,2,1,Pepperoni,large,thin
2024-12-05,02:56:32,14,2,1,Pepperoni,medium,thin
2024-12-05,02:56:32,14,2,1,Veggie,medium,stuffed crust
2024-12-05,02:56:32,14,2,2,Supreme,large,thick
2024-12-05,02:56:32,14,3,0,Veggie,medium,thick
2024-12-05,02:56:32,14,3,0,Pepperoni,medium,thick
2024-12-05,02:56:32,14,3,1,BBQ Chicken,small,stuffed crust
2024-12-05,02:56:32,14,3,2,Cheese,small,thin
2024-12-05,02:56:32,14,3,2,Cheese,medium,stuffed crust
2024-12-05,02:56:32,14,3,2,Margherita,medium,thick
2024-12-05,02:56:32,14,4,0,BBQ Chicken,small,thin
2024-12-05,02:56:32,14,4,0,Veggie,large,stuffed crust
2024-12-05,02:56:32,14,4,0,BBQ Chicken,small,thick
2024-12-05,02:56:32,14,4,1,BBQ Chicken,medium,thick
2024-12-05,02:56:32,14,4,1,Veggie,small,thin
2024-12-05,02:56:32,14,4,1,Hawaiian,medium,thick
2024-12-05,02:56:32,14,4,1,Veggie,medium,stuffed crust
2024-12-05,02:56:32,14,4,2,Meat Lovers,medium,thin
2024-12-05,02:56:32,14,4,2,Supreme,small,thick
2024-12-05,02:56:32,14,4,2,Margherita,large,stuffed crust
2024-12-05,02:56:32,14,4,2,Hawaiian,medium,stuffed crust
2024-12-05,02:56:32,14,5,0,Supreme,small,stuffed crust
2024-12-05,02:56:32,14,5,0,Veggie,large,thick
2024-12-05,02:56:32,14,5,1,Pepperoni,large,thin
2024-12-05,02:56:32,14,5,1,Veggie,medium,stuffed crust
2024-12-05,02:56:32,14,5,1,Meat Lovers,medium,thin
2024-12-05,02:56:32,14,5,2,Margherita,large,thick
2024-12-05,02:56:32,14,5,2,Hawaiian,medium,thin
2024-12-05,02:56:32,14,6,0,Meat Lovers,medium,thin
2024-12-05,02:56:32,14,6,1,Veggie,medium,thin
2024-12-05,02:56:32,14,6,1,Margherita,medium,stuffed crust
2024-12-05,02:56:32,14,6,1,Veggie,large,thick
2024-12-05,02:56:32,14,6,2,Veggie,medium,thin
2024-12-05,02:56:32,14,6,2,BBQ Chicken,small,stuffed crust
2024-12-05,02:56:32,14,7,0,Cheese,small,stuffed crust
2024-12-05,02:56:32,14,7,0,Meat Lovers,medium,thick
2024-12-05,02:56:32,14,7,0,Pepperoni,large,stuffed crust
2024-12-05,02:56:32,14,7,1,Veggie,large,thin
2024-12-05,02:56:32,14,7,2,Cheese,large,thin
2024-12-05,02:56:32,14,7,2,Cheese,medium,thick
2024-12-05,02:56:32,14,8,0,Supreme,large,thin
2024-12-05,02:56:32,14,8,0,BBQ Chicken,medium,stuffed crust
2024-12-05,02:56:32,14,8,0,Veggie,medium,thick
2024-12-05,02:56:32,14,8,0,Meat Lovers,large,thin
2024-12-05,02:56:32,14,8,1,Meat Lovers,medium,stuffed crust
2024-12-05,02:56:32,14,8,1,Pepperoni,small,stuffed crust
2024-12-05,02:56:32,14,8,1,BBQ Chicken,medium,thick
2024-12-05,02:56:32,14,8,2,Supreme,medium,stuffed crust
2024-12-05,02:56:32,14,8,2,BBQ Chicken,medium,thick
2024-12-05,02:56:32,14,8,2,Cheese,medium,thick
2024-12-05,02:56:32,14,8,2,BBQ Chicken,medium,thin
2024-12-05,02:56:32,14,9,0,Hawaiian,large,thick
2024-12-05,02:56:32,14,9,0,Hawaiian,large,thick
2024-12-05,02:56:32,14,9,0,Pepperoni,medium,stuffed crust
2024-12-05,02:56:32,14,9,0,Margherita,medium,thin
2024-12-05,02:56:32,14,9,0,Veggie,small,thick
2024-12-05,02:56:32,14,9,1,Margherita,small,thick
2024-12-05,02:56:32,14,9,1,Supreme,medium,thin
2024-12-05,02:56:32,14,9,1,Margherita,small,thick
2024-12-05,02:56:32,14,9,1,Hawaiian,large,thick
2024-12-05,02:56:32,14,9,1,Cheese,small,stuffed crust
2024-12-05,02:56:32,14,9,2,Meat Lovers,large,thin
2024-12-05,02:56:32,14,9,2,Veggie,small,thick
2024-12-05,02:56:32,14,9,2,Veggie,small,thin
2024-12-05,02:56:32,14,9,2,Supreme,medium,thin
2024-12-05,02:56:32,15,0,0,Cheese,medium,stuffed crust
2024-12-05,02:56:32,15,0,0,Margherita,small,thick
2024-12-05,02:56:32,15,0,0,BBQ Chicken,small,thick
2024-12-05,02:56:32,15,0,0,Meat Lovers,medium,thin
2024-12-05,02:56:32,15,0,1,Pepperoni,medium,thick
2024-12-05,02:56:32,15,0,1,Veggie,large,thin
2024-12-05,02:56:32,15,0,1,Pepperoni,medium,thin
2024-12-05,02:56:32,15,0,1,Margherita,small,thick
2024-12-05,02:56:32,15,0,1,Veggie,small,thin
2024-12-05,02:56:32,15,0,2,Meat Lovers,large,thin
2024-12-05,02:56:32,15,1,0,Veggie,medium,thin
2024-12-05,02:56:32,15,1,1,BBQ Chicken,large,stuffed crust
2024-12-05,02:56:32,15,1,1,Pepperoni,large,thin
2024-12-05,02:56:32,15,1,1,Cheese,medium,thin
2024-12-05,02:56:32,15,1,1,Meat Lovers,medium,thin
2024-12-05,02:56:32,15,1,2,BBQ Chicken,small,thick
2024-12-05,02:56:32,15,1,2,Meat Lovers,large,stuffed crust
2024-12-05,02:56:32,15,1,2,Hawaiian,medium,thick
2024-12-05,02:56:32,15,2,0,Pepperoni,medium,stuffed crust
2024-12-05,02:56:32,15,2,0,Veggie,small,stuffed crust
2024-12-05,02:56:32,15,2,1,Cheese,small,thick
2024-12-05,02:56:32,15,2,1,Veggie,medium,thin
2024-12-05,02:56:32,15,2,2,BBQ Chicken,large,thick
2024-12-05,02:56:32,15,2,2,Cheese,small,thin
2024-12-05,02:56:32,15,2,2,Margherita,medium,stuffed crust
2024-12-05,02:56:32,15,3,0,Pepperoni,small,thick
2024-12-05,02:56:32,15,3,0,BBQ Chicken,medium,thick
2024-12-05,02:56:32,15,3,0,Pepperoni,large,thin
2024-12-05,02:56:32,15,3,0,BBQ Chicken,large,thin
2024-12-05,02:56:32,15,3,0,Meat Lovers,large,thick
2024-12-05,02:56:32,15,3,1,Margherita,small,thick
2024-12-05,02:56:32,15,3,1,Supreme,large,thick
2024-12-05,02:56:32,15,3,2,Meat Lovers,large,stuffed crust
2024-12-05,02:56:32,15,3,2,BBQ Chicken,large,thick
2024-12-05,02:56:32,15,3,2,Hawaiian,small,thick
2024-12-05,02:56:32,15,3,2,Supreme,small,stuffed crust
2024-12-05,02:56:32,15,4,0,Cheese,large,thick
2024-12-05,02:56:32,15,4,1,Supreme,medium,thin
2024-12-05,02:56:32,15,4,1,Supreme,large,thick
2024-12-05,02:56:32,15,4,1,Margherita,medium,thin
2024-12-05,02:56:32,15,4,1,Veggie,medium,stuffed crust
2024-12-05,02:56:32,15,4,1,Supreme,large,stuffed crust
2024-12-05,02:56:32,15,4,2,Cheese,medium,thick
2024-12-05,02:56:32,15,4,2,Meat Lovers,medium,stuffed crust
2024-12-05,02:56:32,15,5,0,Cheese,medium,thick
2024-12-05,02:56:32,15,5,0,Hawaiian,large,stuffed crust
2024-12-05,02:56:32,15,5,1,BBQ Chicken,small,stuffed crust
2024-12-05,02:56:32,15,5,2,Hawaiian,small,thick
2024-12-05,02:56:32,15,5,2,Hawaiian,small,stuffed crust
2024-12-05,02:56:32,15,5,2,Hawaiian,medium,thin
2024-12-05,02:56:32,15,6,0,Veggie,large,thick
2024-12-05,02:56:32,15,6,0,BBQ Chicken,medium,thin
2024-12-05,02:56:32,15,6,0,Hawaiian,large,thin
2024-12-05,02:56:32,15,6,0,BBQ Chicken,small,stuffed crust
2024-12-05,02:56:32,15,6,1,Supreme,large,stuffed crust
2024-12-05,02:56:32,15,6,1,Supreme,small,thin
2024-12-05,02:56:32,15,6,1,Veggie,large,thin
2024-12-05,02:56:32,15,6,2,Pepperoni,medium,thin
2024-12-05,02:56:32,15,7,0,Meat Lovers,small,stuffed crust
2024-12-05,02:56:32,15,7,0,Supreme,medium,thick
2024-12-05,02:56:32,15,7,0,Cheese,large,thin
2024-12-05,02:56:32,15,7,0,Hawaiian,small,thick
2024-12-05,02:56:32,15,7,1,Pepperoni,medium,stuffed crust
2024-12-05,02:56:32,15,7,1,Cheese,medium,thick
2024-12-05,02:56:32,15,7,1,Cheese,large,stuffed crust
2024-12-05,02:56:32,15,7,1,Supreme,small,thin
2024-12-05,02:56:32,15,7,1,BBQ Chicken,large,thick
2024-12-05,02:56:32,15,7,2,Meat Lovers,medium,thin
2024-12-05,02:56:32,15,8,0,Hawaiian,small,thick
2024-12-05,02:56:32,15,8,0,Meat Lovers,large,thin
2024-12-05,02:56:32,15,8,1,Margherita,large,stuffed crust
2024-12-05,02:56:32,15,8,1,Veggie,small,stuffed crust
2024-12-05,02:56:32,15,8,1,Veggie,large,thin
2024-12-05,02:56:32,15,8,1,Supreme,medium,thick
2024-12-05,02:56:32,15,8,2,Pepperoni,medium,thick
2024-12-05,02:56:32,15,8,2,Hawaiian,small,thick
2024-12-05,02:56:32,15,8,2,Hawaiian,small,thick
2024-12-05,02:56:32,15,8,2,Cheese,medium,thin
2024-12-05,02:56:32,15,9,0,Pepperoni,small,thick
2024-12-05,02:56:32,15,9,0,Hawaiian,medium,stuffed crust
2024-12-05,02:56:32,15,9,0,Pepperoni,small,thin
2024-12-05,02:56:32,15,9,1,Margherita,small,thin
2024-12-05,02:56:32,15,9,1,Meat Lovers,small,thick
2024-12-05,02:56:32,15,9,1,Pepperoni,small,stuffed crust
2024-12-05,02:56:32,15,9,2,BBQ Chicken,medium,thin
2024-12-05,02:56:32,15,9,2,Supreme,large,thick
2024-12-05,02:56:32,15,9,2,Supreme,medium,thin
2024-12-05,02:56:32,15,9,2,BBQ Chicken,medium,thick
2024-12-05,02:56:32,16,0,0,Supreme,small,thick
2024-12-05,02:56:32,16,0,0,Pepperoni,small,thin
2024-12-05,02:56:32,16,0,0,Cheese,medium,stuffed crust
2024-12-05,02:56:32,16,0,0,Meat Lovers,small,stuffed crust
2024-12-05,02:56:32,16,0,0,Cheese,large,thick
2024-12-05,02:56:32,16,0,1,Margherita,large,stuffed crust
2024-12-05,02:56:32,16,0,1,Hawaiian,large,thick
2024-12-05,02:56:32,16,0,2,Margherita,medium,thin
2024-12-05,02:56:32,16,0,2,Meat Lovers,medium,stuffed crust
2024-12-05,02:56:32,16,0,2,Margherita,medium,stuffed crust
2024-12-05,02:56:32,16,0,2,BBQ Chicken,large,thin
2024-12-05,02:56:32,16,0,2,BBQ Chicken,small,thick
2024-12-05,02:56:32,16,1,0,BBQ Chicken,small,thick
2024-12-05,02:56:32,16,1,0,Margherita,large,thin
2024-12-05,02:56:32,16,1,1,Margherita,large,thin
2024-12-05,02:56:32,16,1,1,Veggie,large,thin
2024-12-05,02:56:32,16,1,1,Meat Lovers,large,stuffed crust
2024-12-05,02:56:32,16,1,2,Margherita,large,thin
2024-12-05,02:56:32,16,1,2,Margherita,large,thin
2024-12-05,02:56:32,16,1,2,BBQ Chicken,medium,stuffed crust
2024-12-05,02:56:32,16,2,0,Pepperoni,large,thin
2024-12-05,02:56:32,16,2,0,Hawaiian,large,thick
2024-12-05,02:56:32,16,2,1,Veggie,large,thin
2024-12-05,02:56:32,16,2,1,Meat Lovers,small,stuffed crust
2024-12-05,02:56:32,16,2,1,Hawaiian,large,thick
2024-12-05,02:56:32,16,2,1,Meat Lovers,small,thin
2024-12-05,02:56:32,16,2,2,BBQ Chicken,large,thin
2024-12-05,02:56:32,16,2,2,Veggie,large,stuffed crust
2024-12-05,02:56:32,16,2,2,Supreme,small,thin
2024-12-05,02:56:32,16,2,2,Veggie,medium,thin
2024-12-05,02:56:32,16,2,2,Veggie,small,stuffed crust
2024-12-05,02:56:32,16,3,0,BBQ Chicken,large,stuffed crust
2024-12-05,02:56:32,16,3,0,Margherita,large,thick
2024-12-05,02:56:32,16,3,0,Margherita,medium,thick
2024-12-05,02:56:32,16,3,1,Cheese,medium,thick
2024-12-05,02:56:32,16,3,2,Hawaiian,large,thick
2024-12-05,02:56:32,16,3,2,Supreme,medium,stuffed crust
2024-12-05,02:56:32,16,3,2,Meat Lovers,medium,thick
